name_full,locality,first_elected_year,reelection_year,ideology_score,party_code,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,,,,,
Steve Tharinger,wa,2010,2018,-0.750409165,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Harold L. Stewart III,me,2016,2018,1.308852009,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Ron Wieck,ia,2002,2010,1.008198325,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Jason N. Smalley,ok,2014,2018,0.198178266,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Marjorie A. Porter,nh,2010,2018,-1.295465435,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Ralph W. Norman Jr.,sc,2009,2018,1.171528019,R,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Wilmer Amina Carter,ca,2006,2012,-0.779926783,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Amos Lewis Quick,nc,2016,2018,-1.629351741,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
James Russell Forsythe,nh,2010,2012,,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Brendan P. Crighton,ma,2014,2018,-0.250966541,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Bill Kennemer,or,2008,2018,0.727296361,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Matthew M. Rosendale Sr.,mt,2012,2016,0.880438533,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Judy M. Burges,az,2012,2018,1.517976939,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Wendy McKamey,mt,2014,2018,0.583287535,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Linda L. Baker,me,2014,2016,0.200996944,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Andrew McDaniel,mo,2014,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Michelle L. Fischbach,mn,1996,2020,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Kathleen Law,mi,2002,2008,-0.832005182,D,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Thomas Timothy Holden,us,1992,2012,-0.478068486,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Richard W. Metzgar,md,2014,2018,1.429377099,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Max Phillip Johnson,tn,2002,2012,0.457829855,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Glenn S. Anderson,mi,2006,2014,-0.817317551,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
John A. Berthelot,la,2011,2019,0.713543172,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Salvatore F. DiMasi,ma,1979,2008,,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Rafael Edward Cruz,us,2012,2018,1.051357934,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Michael Scott Holcomb,ga,2010,2018,-1.300833199,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Jeff Danielson,ia,2004,2020,-0.851210012,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Mark Eugene Amodei,nv,1998,2010,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Dustin Pryor Roberts,ok,2010,2018,0.022498153,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Lawrence A. Bagley Jr.,la,2015,2019,0.682225544,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Mark Olsen,mn,1992,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Charles E. Meade,ky,2004,2006,,D,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Mike Bell,tn,2010,2018,1.163202686,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Craig Witte,mt,2006,2008,,R,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
David Wu,us,1998,2012,-0.503099894,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Charles Foster Bass,us,2010,2012,0.320192432,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Peggy Gibson,sd,2008,2016,-0.604632926,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Timothy Edward Mahoney,us,2006,2008,-0.3454332,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Mary Martha Good,ks,2016,2018,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Laura M. Jones,nh,2010,2016,1.084742511,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Mike Sheridan,wi,2004,2010,,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Ann E. Mah,ks,2004,2012,-1.724914853,D,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Sean Connors,nj,2011,2013,-1.036711177,D,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,
Amanda G. Curtis,mt,2016,2018,-1.213233103,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
John E. Barnes Jr.,oh,2010,2018,-0.703430675,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Valentin J. Vigil,co,1998,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Carolyn M. Gargasz,nh,2000,2018,-0.134618843,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Barbara M. Wheeler,il,2012,2018,0.96235063,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Barbara Comtois,nh,2016,2018,1.0810096,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Carlos Bilbao,id,2004,2012,-0.096218808,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Sean P. Duffy,us,2010,2018,0.994052426,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Alan J. Olson,mt,2010,2014,0.428685215,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Shirley D. Bowler,la,1991,2007,0.841676033,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Ray H. Sansom,fl,2002,2009,,R,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,,,,,
Paul Edmund Kanjorski,us,1984,2010,-0.676270272,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Peter J. Biondi,nj,1997,2011,1.145233989,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,,
Dewey L. McClain,ga,2013,2018,-2.07340529,D,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,,
Carlos E. Gonzalez,nh,2014,2016,0.32749258,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
Daniel Mckenna,nh,2006,2008,,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Bill McCamley,nm,2012,2018,-0.944553243,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Debra L. Conrad,nc,2012,2018,0.993786643,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Nile J. Dillmore,ks,2000,2014,-2.302255587,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Ron Raikes,ne,1997,2008,,NP,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Tom Newell,ok,2010,2018,0.702601882,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Jedediah Hinkle,mt,2014,2018,1.028358223,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Garn Mabey,nv,2002,2008,,R,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Robert Correia,ma,1976,2008,,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Larry Haws,mn,2005,2010,,DFL,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Jenny Anderson Horne,sc,2008,2016,0.490191498,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Gregory Hertz,mt,2012,2018,0.718146536,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Jodi Lott,ga,2015,2018,0.23892946,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Brad M. Hoylman,ny,2012,2018,-1.606170926,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Debbie McCune-Davis,az,2010,2016,-1.48617719,D,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Paul F. Tucker,ma,2014,2018,-0.679930852,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Earl Rennerfeldt,nd,1990,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
William O. Richardson,nc,2015,2018,-1.058976488,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
John C. Bear,pa,2006,2012,0.865787674,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Tammy Felder Witherspoon,ms,2015,2019,-1.140115227,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
Margaret Denson Kaiser,ga,2006,2016,-0.792481857,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Benjamin Eric Sasse,us,2014,2020,1.132627353,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Allen Fletcher,tx,2008,2016,0.402292463,R,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Terry E. Barnard,ga,1994,2010,0.426947622,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Bill Farmer,ky,2002,2012,,R,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Ronald Reagan,fl,2002,2010,,R,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Samuel L. Jenkins Jr.,la,2015,2019,-1.044567143,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,,,,,
David Kinskey,wy,2014,2020,-1.0562916,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Paul Wieland,mo,2014,2018,1.3891872,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Karen Mathiak,ga,2016,2018,0.317741071,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Justin Wayne,ne,2016,2020,-0.672782972,NP,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
James F. Powers,nh,2010,2012,-1.072586127,D,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Pete Vichi Domenici,us,1972,2008,0.67325784,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Carolyn K. McGinn,ks,2004,2020,-0.399152201,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Lee S. Cotter,nm,2012,2016,2.113918316,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Clinton Grice Rotenberry,ms,1991,2007,,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Steven A. Andersson,il,2014,2018,0.855750771,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Jay McNamar,mn,2012,2014,,DFL,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,
Ned Carey,md,2014,2018,0.479665543,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Daniel McCay,ut,2012,2018,1.779117138,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Curren Everett,ar,2004,2010,,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Doug Holder,fl,2006,2014,0.753522261,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Fred Smith,nc,2002,2008,,R,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Dennis W. Moore,us,1998,2010,-0.674645312,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Joshua C. Brecheen,ok,2010,2018,0.07933289,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Kurt Patrick Bills,mn,2010,2012,,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Ann Louise Wagner,us,2012,2018,0.916787953,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Gene F. Andersen,nh,2004,2008,,D,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Jane H. Smith,la,1999,2011,1.181528152,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,,
George H. Winner Jr.,ny,2004,2010,0.752971194,R,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Ras Smith,ia,2016,2018,,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Sonya G. Sampson,me,2002,2006,-0.172355797,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Richard W. Hube Jr.,vt,1998,2010,1.164564843,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Lisa A. Fobbe,mn,2008,2010,,DFL,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Frank Simpson,ok,2010,2018,0.30243921,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Roger K. Kirby,sc,2014,2018,-1.050815692,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
David Rainey,ar,2004,2010,,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Francis J. Blee,nj,1995,2007,0.757932416,R,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,,,,,
Jeff Alexander,ut,1990,2006,0.852066126,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Nathan John Wadsworth,me,2014,2018,1.374840094,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Judson K. Dexter,nh,2000,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Karl Allen Rhoads,hi,2016,2020,-1.187680221,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
John Richard Bell IV,nc,2012,2018,1.177576739,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Tal Hutchins,wv,2006,2010,-0.348615538,D,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Kurt L. Heise,mi,2010,2016,0.709683835,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,,,,,
Roger Thomas,ia,2002,2014,-0.695455474,D,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Timothy R. Madden,ma,2008,2016,-0.26487243,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Kenneth Guy Summers,co,2006,2012,,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jim Stamas,mi,2014,2018,0.784590153,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Robert D. Russo,ct,2008,2008,,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,
Eliot Glassheim,nd,1992,2016,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Kenneth Marcus Brandon,nc,2010,2012,-0.364600569,D,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Nancy L. Nathanson,or,2006,2018,-1.200194356,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Robert Rusten,vt,2002,2006,,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Shirley K. Turner,nj,1997,2017,-0.370250579,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Paul J. Robertson,in,1978,2010,,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Chaz Michael Beasley,nc,2016,2018,-0.845423029,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Bill Nojay,ny,2012,2016,3.258592835,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Isabella Fitzgerald,pa,2016,2018,-2.141436949,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
"Vincent L. Leibell, III",ny,1994,2010,0.626271458,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Alfred Clinton Carr Jr.,md,2007,2018,-1.013790258,D,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Julie French,mt,2006,2010,-0.826793244,D,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Roy E. Givens,wv,2008,2012,-0.532627138,D,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Judith L. Schwank,pa,2011,2020,-0.443691373,D,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,,,,,
Rodney C. Jennings,me,2002,2006,-0.375671753,D,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Richard Okerman,nh,2010,2012,0.737450306,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Fred S. Luna,nm,1971,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Jonathan A. Fritz,pa,2016,2018,0.889194613,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Rick Brattin,mo,2010,2018,,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Erik Simpson,id,2008,2012,-0.790299043,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Heidi Ann Swank,nv,2012,2018,-1.808434986,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Clarence E. Phillips,va,1989,2011,-0.087079863,D,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,,
Mark A. Kahrs,ks,2012,2016,1.244739912,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Matthew Mirones,ny,2002,2006,,R,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Patricia Lynn Farley,nv,2014,2018,0.364231924,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
S. Monique Limon,ca,2016,2018,-0.347534157,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Gilbert Bruce Meyers,mt,2014,2016,0.534907893,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,,,,,
John G. Pappageorge,mi,2006,2014,0.230424237,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Andrew M. Gattine,me,2012,2018,-1.304616832,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Michele Reinhart,mt,2006,2012,-1.294140096,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Kristen Dexter,wi,2008,2010,,D,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,,,,,
Elizabeth Rodd,nh,2016,2018,-1.188822801,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
James G. Bacalles,ny,1995,2010,1.396618109,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Merle Grace Kearns,oh,2000,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Hector M. Velez,nh,2004,2008,,D,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Peter George Schweyer,pa,2014,2018,-0.970936845,D,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
William Panek,nh,2010,2012,0.641849611,R,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,,,,,
Eric C. Croft,ak,1996,2006,,D,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Edward Walker,mt,2010,2014,1.072128216,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Stephen W. Lafferty,md,2006,2018,-0.421606623,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Terry Wilson,tx,2016,2018,0.860631647,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Stacey Yvonne Abrams,ga,2006,2018,-2.340313637,D,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Michael E. Williams,ga,2014,2018,0.953314952,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Lynn Gattis,ak,2012,2016,0.749351241,R,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Rafael L. Espinal Jr.,ny,2011,2014,-0.292337838,D,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,
Ryan K. Zinke,us,2014,2018,0.678049836,R,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,,,,,
Mark E. McCullough,ok,2006,2016,0.624146927,R,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,
Philip Edward Berger Sr.,nc,2000,2018,0.417936886,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Larry J. Robinson,nd,1988,2020,-2.093850513,D-NPL,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
William P. Huizenga,us,2010,2018,1.319990908,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
Anthony F. Simon,nh,2006,2008,,D,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Randolph Blake Farenthold,us,2010,2018,1.07706343,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
John Nichols Boozman,us,2010,2022,0.774332405,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
"George C. Cushingberry, Jr.",mi,2004,2010,-1.005282468,D,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Joanna E. Cole,vt,2012,2016,-1.375410244,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,,,,,
Rick Brinkley,ok,2010,2014,0.47943239,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,,
Diego Hernandez,or,2016,2018,-1.178439889,D,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Ann M. Nischke,wi,2002,2006,,R,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
James K. Armes III,la,2007,2019,-0.528837881,D,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,
Linda K. Menard,ak,2008,2012,-0.090175633,R,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,,,,,
Laura Grant-Herriot,wa,2009,2010,,D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,,,
Karl A. Waitschies,mt,2000,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Fred Hemmings,hi,2000,2010,3.406909069,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,,,,,
Amos Thomas,in,2006,2008,,R,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Phillip A. Gandy,ms,2011,2015,0.751892819,R,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,
Robert J. Otterman,oh,2000,2008,,D,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Jefferson Moss,ut,2016,2018,0.888365924,R,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,,,,,
Michael A. Shaw,me,2008,2014,-0.407320135,D,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,N,,,,,
Sheila Miller,pa,1992,2006,,R,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,,,,
Vernie D. McGaha,ky,1996,2012,,R,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
Jared Evan Moskowitz,fl,2012,2018,-0.945269599,D,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,
Charles Purgason,mo,2004,2012,1.597397345,R,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,,,,,
W.C. Williams,nm,1994,2008,,R,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,,,,,
Michael W. Chippendale,ri,2010,2018,1.552731823,R,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,,,,,
James Mikell Burns,sc,2013,2018,0.770036042,R,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,,,,,
